RequestId,Company Name,Security Name,Asset Class,Inception Date,Return Since Inception
4383,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index ,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Agriculture Total Return Structured Product,Domestic Equity,2016-10-17,-0.24364332283133025
4384,"China Xiniya Fashion Limited American Depositary Shares, each representing four ordinary shares","China Xiniya Fashion Limited American Depositary Shares, each representing four ordinary shares",Domestic Equity,2007-10-25,-0.025843475814770873
4385,ProShares UltraShort Real Estate,ProShares UltraShort Real Estate,ETF,2001-12-21,-0.034040366496576865
4386,Transmontaigne Partners L.P. Transmontaigne Partners L.P. Common Units representing limited partner interests,Transmontaigne Partners L.P. Transmontaigne Partners L.P. Common Units representing limited partner interests,International Equity,2008-08-07,0.08519289691605261
4387,"Teradyne, Inc. Common Stock","Teradyne, Inc. Common Stock",International Equity,,0.07864953008585819
4388,HSBC Finance Corp Dep. Shares reptsg 1/40 Preferred Series B,HSBC Finance Corp Dep. Shares reptsg 1/40 Preferred Series B,International Equity,2022-10-16,-0.3649001201008323
4389,"Tortoise Pipeline & Energy Fund, Inc. Common Stock","Tortoise Pipeline & Energy Fund, Inc. Common Stock",Domestic Equity,2015-04-05,0.20283087850492504
4390,,iShares Enhanced U.S. Large-Cap,ETF,2016-08-21,0.2843814550860976
4391,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,iPath Bloomberg Coffee Subindex Total Return SM Index ETN,Domestic Equity,2018-08-13,-0.37234617557936356
4392,ETFS Asian Gold Trust,ETFS Asian Gold Trust,ETF,2019-10-03,-0.25145252868453466
4393,,"Ryder System, Inc. Common Stock",International Equity,2005-10-29,
4394,"Electromed, Inc. Common Stock","Electromed, Inc. Common Stock",International Equity,2018-09-21,0.26281919591074865
4395,,Arbor Realty Trust Common Stock,Domestic Equity,2013-12-10,-0.01759939488250932
4396,PowerShares Dynamic Leisure & Entertainment Portfolio,PowerShares Dynamic Leisure & Entertainment Portfolio,ETF,2006-07-30,-0.31245709999410426
4397,,ProShares Ultra Consumer Services,ETF,2002-06-02,-0.22590619422640185
4398,"NTN Buzztime, Inc. Common Stock","NTN Buzztime, Inc. Common Stock",International Equity,2012-12-07,0.005280134657827087
4399,"Arch Coal, Inc. Common Stock","Arch Coal, Inc. Common Stock",International Equity,2000-02-06,0.021530553439985178
4400,State Street Corporation Dep Shs Representing 1/4000 Ownership Int In Sh Non Cum (Perpertual Pfd Stk Ser C),State Street Corporation Dep Shs Representing 1/4000 Ownership Int In Sh Non Cum (Perpertual Pfd Stk Ser C),International Equity,2016-06-27,0.16470799956382576
4401,Cummins Inc. Common Stock,Cummins Inc. Common Stock,,,-0.2461174242564113
4402,"LRR Energy, L.P. Common Units Representing Limited Partner Interests","LRR Energy, L.P. Common Units Representing Limited Partner Interests",,2008-02-02,0.07154316729721924
4403,2xLeveraged Long Exchange Traded Access Securities (E,"2xLeveraged Long Exchange Traded Access Securities (E-TRACS) Linked to the Wells Fargo Business Development Company Index due May 24, 2041",Domestic Equity,,-0.2295745140101594
4404,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043","Maiden Holdings North America, Ltd. 7.75% Notes due 2043",International Equity,2016-04-24,-0.10885051221986827
4405,,Belden Inc Common Stock,International Equity,2002-07-28,0.25343262054462395
4406,Coca,"Coca-Cola Enterprises, Inc. Common Stock",Domestic Equity,2011-09-13,-0.049911088594122084
4407,Swift Energy Company (Holding Company) Common Stock,Swift Energy Company (Holding Company) Common Stock,Domestic Equity,,0.13556180303801443
4408,Ares Multi,"Ares Multi-Strategy Credit Fund, Inc. Common Stock",International Equity,2017-06-08,0.19979333234745655
4409,First Acceptance Corporation,First Acceptance Corporation,International Equity,2014-05-07,-0.2579391399188379
4410,AdvisorShares Newfleet Multi,AdvisorShares Newfleet Multi-sector Income ETF,,2011-08-21,0.12614358669818915
4411,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing Pfd Shares,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing Pfd Shares,Domestic Equity,2016-03-24,
4412,"Dynegy Inc. Warrant expiring October 2, 2017","Dynegy Inc. Warrant expiring October 2, 2017",Domestic Equity,2017-09-29,-0.16724426045119276
4413,ProShares Short 20+ Year Treasury,ProShares Short 20+ Year Treasury,ETF,2005-07-05,-0.1798053464332522
4414,Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest,Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest,Domestic Equity,2020-02-16,0.1101453004222908
4415,Hewlett,Hewlett-Packard Company Common Stock,International Equity,2000-12-08,-0.12134443718903634
4416,Owens Corning Inc Common Stock New,Owens Corning Inc Common Stock New,,2002-05-22,-0.2847960463684404
4417,"New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)","New York Community Bancorp, Inc. New York Community Capital Tr V (BONUSES)",,2008-01-16,-0.13686601272215446
4418,"Reinsurance Group of America, Incorporated Common Stock","Reinsurance Group of America, Incorporated Common Stock",Domestic Equity,2001-07-10,0.2890721854470797
4419,Tesoro Corporation Common Stock,Tesoro Corporation Common Stock,Domestic Equity,,
4420,"Cheniere Energy, Inc. Common Stock","Cheniere Energy, Inc. Common Stock",International Equity,2017-12-05,-0.3301642905685143
4421,,Anadarko Petroleum Corporation Common Stock,International Equity,2006-06-04,-0.1868280346906871
4422,"Cedar Realty Trust, Inc. Common Stock","Cedar Realty Trust, Inc. Common Stock",International Equity,2005-04-07,0.07548284348908407
4423,Webster Financial Corporation Dep Shs Repstg 1/1000th Perp Pfd Ser E,Webster Financial Corporation Dep Shs Repstg 1/1000th Perp Pfd Ser E,Domestic Equity,,
4424,Discover Financial Services Dep Shs,Discover Financial Services Dep Shs,Domestic Equity,2008-05-05,0.03573686148196714
4425,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,Domestic Equity,2011-05-23,-0.03715179122130262
4426,"Westar Energy, Inc. Common Stock","Westar Energy, Inc. Common Stock",International Equity,2022-08-07,0.015696440502774134
4427,Nuveen California Select Tax,Nuveen California Select Tax-Free Income Portfolio Common Stock,Domestic Equity,2002-11-26,0.06376412921744751
4428,Global X MSCI Norway ETF,Global X MSCI Norway ETF,ETF,,0.09092420513616938
4429,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,International Equity,2007-02-05,0.2360176464023136
4430,Infosys Limited American Depositary Shares,Infosys Limited American Depositary Shares,Domestic Equity,2019-03-15,0.11604213193760697
4431,PowerShares DB Crude Oil Long ETN,PowerShares DB Crude Oil Long ETN,Domestic Equity,2000-11-19,0.30789368641121667
4432,"InfuSystems Holdings, Inc. Common Stock","InfuSystems Holdings, Inc. Common Stock",International Equity,2004-01-26,-0.2985937400239102
4433,"CryoLife, Inc. Common Stock","CryoLife, Inc. Common Stock",International Equity,2001-08-05,-0.20488226663880144
4434,iPath Seasonal Natural Gas ETN,iPath Seasonal Natural Gas ETN,International Equity,2006-08-18,-0.13007702610136612
4435,"Wells Fargo & Company Cumulative Perpetual Preferred Stock, Series A, Liquidation Preference $25 per share","Wells Fargo & Company Cumulative Perpetual Preferred Stock, Series A, Liquidation Preference $25 per share",Domestic Equity,2015-06-26,0.27503127654230336
4436,Deutsche Bank AG Common Stock,Deutsche Bank AG Common Stock,International Equity,2004-12-01,0.24985181385418068
4437,Sparton Corporation Common Stock,Sparton Corporation Common Stock,International Equity,2015-10-14,-0.06533409218874209
4438,,Market Vectors Gold Miners ETF,ETF,2006-08-06,-0.10281536251920517
4439,"Beazer Homes USA, Inc. Common Stock","Beazer Homes USA, Inc. Common Stock",International Equity,2011-07-26,-0.029341893196754537
4440,,Mastercard Incorporated Common Stock,International Equity,2016-09-23,-0.13018129380979232
4441,Guggenheim Shipping ETF,Guggenheim Shipping ETF,ETF,2018-03-20,0.02179822045050049
4442,Madrona Domestic ETF,Madrona Domestic ETF,ETF,2010-05-14,-0.28167074840563294
4443,Bge Cap Trust II 6.20% Trust Preferred Securities,Bge Cap Trust II 6.20% Trust Preferred Securities,International Equity,2005-01-20,0.017620109159893628
4444,EGShares Beyond BRICs ETF,EGShares Beyond BRICs ETF,ETF,2007-09-15,-0.010880510777689933
4445,"United Rentals, Inc. Common Stock","United Rentals, Inc. Common Stock",International Equity,2000-02-14,-0.2834808872853677
4446,"Southcross Energy Partners, L.P. Common Units representing limited partner interest in the Partnership","Southcross Energy Partners, L.P. Common Units representing limited partner interest in the Partnership",International Equity,2011-08-15,0.14195098720208382
4447,"St. Jude Medical, Inc. Common Stock","St. Jude Medical, Inc. Common Stock",International Equity,2009-02-21,0.1734587202747171
4448,GreenHaven Continuous Commodity Index Fund,GreenHaven Continuous Commodity Index Fund,ETF,2010-12-22,-0.002616868890112509
4449,Generac Holdlings Inc. Common Stock,Generac Holdlings Inc. Common Stock,International Equity,2013-08-16,-0.07072281812334481
4450,Barclays PLC ADS,Barclays PLC ADS,Domestic Equity,2014-06-06,0.17141309003228727
4451,Procter & Gamble Company (The) Common Stock,Procter & Gamble Company (The) Common Stock,International Equity,2016-01-09,0.0269479691390015
4452,Deutsche Bank Cap Fdg Tr VIII 6.375% Tr Pfd Secs,Deutsche Bank Cap Fdg Tr VIII 6.375% Tr Pfd Secs,Domestic Equity,2012-11-06,-0.06632572268527878
4453,Direxion Daily India Bull 3x Shares,Direxion Daily India Bull 3x Shares,ETF,2007-02-09,-0.2487148324205896
4454,Winthrop Realty Trust New Common Stock,Winthrop Realty Trust New Common Stock,Domestic Equity,2002-05-25,0.1298591918982448
4455,Market Vectors Pre,Market Vectors Pre-refunded Municipal Index ETF,ETF,,-0.13091924601832508
4456,"Martin Marietta Materials, Inc. Common Stock","Martin Marietta Materials, Inc. Common Stock",Domestic Equity,2004-01-16,0.31886536491368267
4457,Vanguard Extended Duration Treasury ETF,Vanguard Extended Duration Treasury ETF,ETF,2018-01-27,0.08944402211974141
4458,Triangle Petroleum Corporation Common Stock (DE),Triangle Petroleum Corporation Common Stock (DE),International Equity,2001-04-17,-0.25262453814195085
4459,Realogy Holdings Corp. Common Stock,Realogy Holdings Corp. Common Stock,Domestic Equity,2015-09-25,0.2921822665650121
4460,iShares Core Long,iShares Core Long-Term USD Bond ETF,ETF,2006-06-21,
4461,"Tortoise Energy Independence Fund, Inc. Common Stock","Tortoise Energy Independence Fund, Inc. Common Stock",Domestic Equity,2007-08-22,-0.3071089241673418
4462,Fidelity & Guaranty Life Common Stock,Fidelity & Guaranty Life Common Stock,Domestic Equity,2009-10-30,
4463,,Direxion Daily FTSE Developed Markets Bull 1.25X Shares,ETF,,-0.06475886116766391
4464,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,Domestic Equity,2014-01-20,0.16007469168766136
4465,"Zoe's Kitchen, Inc. Common Stock","Zoe's Kitchen, Inc. Common Stock",International Equity,2005-02-03,-0.23898948958333893
4466,Sensient Technologies Corporation Common Stock,Sensient Technologies Corporation Common Stock,International Equity,2015-06-25,-0.17826289976513354
4467,NovaCopper Inc. Common Stock,NovaCopper Inc. Common Stock,International Equity,2006-01-16,-0.20084155290379474
4468,"TPG Specialty Lending, Inc. Common Stock","TPG Specialty Lending, Inc. Common Stock",International Equity,2021-02-26,0.1104323379019305
4469,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,,2019-07-21,0.06324385586192469
4470,SPDR Blackstone GSO Senior Loan ETF,SPDR Blackstone GSO Senior Loan ETF,ETF,2003-07-20,-0.03752511555017814
4471,"Meritor, Inc. Common Stock","Meritor, Inc. Common Stock",,2014-12-01,-0.23971828691199493
4472,Corpbanca Sponsored Reg S GDR representing Common (Chile),Corpbanca Sponsored Reg S GDR representing Common (Chile),International Equity,2017-01-16,0.2061242951174996
4473,"Natuzzi, S.p.A.","Natuzzi, S.p.A.",Domestic Equity,2012-10-20,-0.08671409540132066
4474,,Direxion Daily FTSE China Bear 3x Shares,ETF,2006-02-02,
4475,Gran Tierra Energy Inc. Common Stock,Gran Tierra Energy Inc. Common Stock,International Equity,2007-05-28,
4476,PowerShares DB Base Metals Double Long ETN,PowerShares DB Base Metals Double Long ETN,International Equity,2018-07-29,0.04155054704895373
4477,"Templeton Emerging Markets Income Fund, Inc. Common Stock","Templeton Emerging Markets Income Fund, Inc. Common Stock",Domestic Equity,2008-08-18,0.23089336104163602
4478,Direxion Daily 10,Direxion Daily 10-Yr Treasury Bear 3x Shrs,ETF,2022-02-07,0.11709021310807363
4479,,"Freeport-McMoRan, Inc. Common Stock",International Equity,2020-11-08,-0.07494804582319539
4480,EGShares India Infrastructure ETF,EGShares India Infrastructure ETF,ETF,2009-06-05,-0.1783686602946847
4481,Noah Holdings Limited,Noah Holdings Limited,International Equity,2007-07-23,-0.015869785713296412
4482,Canadian National Railway Company Common Stock,Canadian National Railway Company Common Stock,,2015-06-05,0.06042011386389719
4483,,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,Domestic Equity,2017-06-01,0.02373044774602739
4484,Montpelier Re Holdings Ltd.,Montpelier Re Holdings Ltd.,Domestic Equity,,0.2677763272526992
4485,First Trust Large Cap Growth AlphaDEX Fund (based on the Defined Large CAp Growth Index symbol DEFILGOI),First Trust Large Cap Growth AlphaDEX Fund (based on the Defined Large CAp Growth Index symbol DEFILGOI),ETF,2009-09-28,-0.07146582368290391
4486,,iShares Core High Dividend ETF,ETF,2005-09-22,0.21474497742850246
4487,Quintiles Transnational Holdings Inc. Common Stock,Quintiles Transnational Holdings Inc. Common Stock,International Equity,2017-02-11,0.2591955537718508
4488,MFS Special Value Trust Common Stock,MFS Special Value Trust Common Stock,International Equity,,-0.24608792367630214
4489,PowerShares DB Precious Metals Fund,PowerShares DB Precious Metals Fund,ETF,2008-11-19,
4490,ProShares Ultra Oil & Gas,ProShares Ultra Oil & Gas,ETF,2004-06-25,0.19353925915502468
4491,"Speedway Motorsports, Inc. Common Stock","Speedway Motorsports, Inc. Common Stock",International Equity,2017-10-04,-0.0596299748047725
4492,iShares U.S. Energy ETF,iShares U.S. Energy ETF,ETF,,0.014022883724318216
4493,Mack,Mack-Cali Realty Corporation Common Stock,,2020-12-11,0.18369591950353006
4494,Zep Inc. Common Stock,Zep Inc. Common Stock,International Equity,2021-06-18,
4495,Brandywine Realty Trust Common Stock,Brandywine Realty Trust Common Stock,International Equity,2010-07-28,0.06416651442589386
4496,"Goldman Sachs Group, Inc. (The) Perpetual Preferred Series I","Goldman Sachs Group, Inc. (The) Perpetual Preferred Series I",International Equity,2014-02-28,
4497,"Alpha Natural Resources, inc. comm stock","Alpha Natural Resources, inc. comm stock",Domestic Equity,2016-04-07,-0.05044818862862094
4498,VOC Energy Trust Units of Beneficial Interest,VOC Energy Trust Units of Beneficial Interest,International Equity,,-0.2154946912515539
4499,"Enable Midstream Partners, LP Common Units representing limited partner interests","Enable Midstream Partners, LP Common Units representing limited partner interests",International Equity,2019-04-10,-0.2593127721529907
4500,SPDR S&P Retail ETF,SPDR S&P Retail ETF,ETF,2002-02-15,-0.09084287070452692
4501,,PowerShares KBW Property & Casualty Insurance Portfolio ETF,ETF,,0.005518671037131346
4502,ETRACS Monthly Reset 2xLeveraged S&P 500 Total Return ETN,ETRACS Monthly Reset 2xLeveraged S&P 500 Total Return ETN,Domestic Equity,2001-04-02,-0.12891060876396115
4503,"Richmont Mines, Inc. Common Stock","Richmont Mines, Inc. Common Stock",International Equity,2016-06-14,-0.12795444449812962
4504,,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock,Domestic Equity,2000-11-03,0.08457094788267952
4505,"CenturyLink, Inc. Common Stock","CenturyLink, Inc. Common Stock",International Equity,2002-12-20,-0.06178795481028706
4506,,"Cornerstone Strategic Value Fund, Inc. New Common Stock",Domestic Equity,2005-04-21,-0.04993316108286562
4507,"Hanger, Inc. Common Stock ($0.01 Par Value)","Hanger, Inc. Common Stock ($0.01 Par Value)",International Equity,2014-09-12,0.27932559208337016
4508,Alabama Power Company Preferred Stock,Alabama Power Company Preferred Stock,Domestic Equity,2016-07-14,-0.06557500996490676
4509,"Guidewire Software, Inc. Common Stock","Guidewire Software, Inc. Common Stock",International Equity,2007-09-19,
4510,,"General American Investors, Inc. Common Stock",Domestic Equity,2015-10-11,0.1935710812896234
4511,"Superior Industries International, Inc. Common Stock","Superior Industries International, Inc. Common Stock",Domestic Equity,,0.2911223844043781
4512,RPM International Inc. Common Stock,RPM International Inc. Common Stock,,2006-01-03,
4513,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index ,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product,,2013-07-13,0.38424601997536845
4514,"Excel Trust, Inc. 8.125% Series B Cumulative Redeemable Preferred Stock, $0.01 par value","Excel Trust, Inc. 8.125% Series B Cumulative Redeemable Preferred Stock, $0.01 par value",International Equity,2002-02-05,0.11323842602066395
4515,First Trust Preferred Securities and Income ETF ETF,First Trust Preferred Securities and Income ETF ETF,,2022-03-13,-0.2992272431576992
4516,Invesco Municipal Opportunity Trust Common Stock,Invesco Municipal Opportunity Trust Common Stock,Domestic Equity,2022-06-19,-0.00836470832621837
4517,Madison Strategic Sector Premium Fund Madison Strategic Sector Premium Fund Common Shares of Beneficial Interest,Madison Strategic Sector Premium Fund Madison Strategic Sector Premium Fund Common Shares of Beneficial Interest,International Equity,2022-01-07,0.6532609124661554
4518,Pinnacle West Capital Corporation Common Stock,Pinnacle West Capital Corporation Common Stock,Domestic Equity,2006-03-22,-0.46932210300047333
4519,GFI Group Inc. Common Stock,GFI Group Inc. Common Stock,Domestic Equity,2023-02-03,0.0051631243746755005
4520,U.S. Geothermal Inc. Common Stock,U.S. Geothermal Inc. Common Stock,International Equity,2014-06-15,0.19004633403159077
4521,MFS Multimarket Income Trust Common Stock,MFS Multimarket Income Trust Common Stock,,2003-01-29,0.09587025855409058
4522,"Tejon Ranch Co Warrants expiring August 31, 2016","Tejon Ranch Co Warrants expiring August 31, 2016",Domestic Equity,2011-02-24,-0.12961692417589296
4523,Friedman Industries Inc. Common Stock,Friedman Industries Inc. Common Stock,Domestic Equity,2000-03-31,
4524,"Gabelli Equity Trust, Inc. (The) Common Stock","Gabelli Equity Trust, Inc. (The) Common Stock",International Equity,2011-01-19,0.36542305566298583
4525,,CAMAC Energy Inc.,Domestic Equity,2004-09-12,0.0005151873816963336
4526,,"Dakota Plains Holdings, Inc. Common Stock",International Equity,2020-04-05,
4527,MGIC Investment Corporation Common Stock,MGIC Investment Corporation Common Stock,Domestic Equity,2006-05-12,0.1173318495405459
4528,"Applied Industrial Technologies, Inc. Common Stock","Applied Industrial Technologies, Inc. Common Stock",International Equity,2022-03-20,0.25280301220775725
4529,"Engility Holdings, Inc. Common Stock","Engility Holdings, Inc. Common Stock",International Equity,2022-07-21,0.22921528288537996
4530,FI Enhanced Gloabl High Yield ETN,FI Enhanced Gloabl High Yield ETN,International Equity,2022-02-02,-0.054804752297243686
4531,Chambers Street Properties Common Shares of Beneficial Interest,Chambers Street Properties Common Shares of Beneficial Interest,Domestic Equity,2012-12-23,-0.027605023642380922
4532,"Twitter, Inc. Common Stock","Twitter, Inc. Common Stock",Domestic Equity,2008-07-14,-0.006791579228606179
4533,"Digital Realty Trust, Inc. Preferred Series F","Digital Realty Trust, Inc. Preferred Series F",Domestic Equity,2019-12-03,-0.10385065173956132
4534,HEALTH CARE REIT INC Preferred Stock 6.5% PFD SERIES J,HEALTH CARE REIT INC Preferred Stock 6.5% PFD SERIES J,Domestic Equity,2001-10-03,-0.4400773914435986
4535,SPDR S&P Bank ETF,SPDR S&P Bank ETF,ETF,2002-04-10,0.1667066137845069
4536,Pimco Investment Grade Corporate Bond Index Exchange,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,ETF,2014-05-16,0.10228231581988127
4537,Halliburton Company Common Stock,Halliburton Company Common Stock,International Equity,2009-05-31,0.024567899229738493
4538,,"Enova International, Inc. Common Stock",Domestic Equity,2012-03-06,
4539,FlexShares Morningstar Developed Markets ex,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund,ETF,,0.09588200572275038
4540,Fidelity MSCI Energy Index ETF,Fidelity MSCI Energy Index ETF,,2007-09-15,0.12244806540581546
4541,,iShares Emerging Markets Dividend Index Fund Exchange Traded Fund,ETF,2022-07-05,-0.0781008015314785
4542,Gabelli Global Utility Common Shares of Beneficial Ownership,Gabelli Global Utility Common Shares of Beneficial Ownership,,2006-11-20,0.2775063698257086
4543,PowerShares Buyback Achievers,PowerShares Buyback Achievers,ETF,2004-04-02,-0.1549655137046388
4544,ProShares UltraShort Australian Dollar,ProShares UltraShort Australian Dollar,ETF,2012-08-30,
4545,"Earthstone Energy, Inc. Common Stock","Earthstone Energy, Inc. Common Stock",Domestic Equity,2004-01-24,
4546,"NextEra Energy, Inc. Series I Junior Subordinated Debentures due November 15, 2072","NextEra Energy, Inc. Series I Junior Subordinated Debentures due November 15, 2072",Domestic Equity,2005-05-21,-0.04203606739051689
4547,Eaton Vance Tax,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,International Equity,2015-07-03,-0.20848471657374762
4548,Kilroy Realty Corporation Pfd Ser H,Kilroy Realty Corporation Pfd Ser H,International Equity,,-0.1206000261045997
4549,Rayonier Inc. REIT Common Stock,Rayonier Inc. REIT Common Stock,,2010-06-25,-0.024517039397898125
4550,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest,Nuveen New York Municipal Value Fund 2 Common Shares of Beneficial Interest,Domestic Equity,2017-12-30,0.2842016333047719
4551,SPDR Barclays Investment Grade Floating Rate ETF,SPDR Barclays Investment Grade Floating Rate ETF,ETF,2005-05-22,-0.00975621621011942
4552,Vanguard S&P Small,Vanguard S&P Small-Cap 600 Growth ETF,ETF,2013-12-30,0.056812248032296654
4553,Global X Junior MLP ETF,Global X Junior MLP ETF,ETF,2005-04-08,-0.07086400303160555
4554,ALPS International Sector Dividend Dogs ETF,ALPS International Sector Dividend Dogs ETF,,2018-03-07,0.03749867545651141
4555,Alamos Gold Inc Ordinary Shares,Alamos Gold Inc Ordinary Shares,,2004-11-26,0.2588089910983352
4556,Fortuna Silver Mines Inc Ordinary Shares (Canada),Fortuna Silver Mines Inc Ordinary Shares (Canada),International Equity,2002-03-23,-0.04559383289147022
4557,Global Commodity Equity ETF,Global Commodity Equity ETF,ETF,2002-10-15,-0.0003417303658013738
4558,AMN Healthcare Services Inc AMN Healthcare Services Inc,AMN Healthcare Services Inc AMN Healthcare Services Inc,International Equity,2022-11-05,0.12002568011330336
4559,,"DHT Holdings, Inc.",International Equity,2022-01-03,
4560,"Ryland Group, Inc. (The) Common Stock","Ryland Group, Inc. (The) Common Stock",International Equity,2018-06-07,-0.04373613195024324
4561,Babcock Common Stock,Babcock Common Stock,,2006-12-04,-0.25512799265051633
4562,iShares  Agency Bond ETF,iShares  Agency Bond ETF,ETF,2004-02-29,-0.3534252763332158
4563,Guggenheim BulletShares 2020 High Yield Corporate Bond ETF,Guggenheim BulletShares 2020 High Yield Corporate Bond ETF,ETF,2021-03-18,-0.06964193463962409
4564,SPDR Barclays Long Term Treasury ETF,SPDR Barclays Long Term Treasury ETF,ETF,2009-10-05,0.11574794592752602
4565,"Oragenics, Inc. Common Stock","Oragenics, Inc. Common Stock",International Equity,2002-06-21,0.2848869601967723
4566,Chesapeake Lodging Trust 7.75% Series A Cumulative Redeemable Preferred Shares,Chesapeake Lodging Trust 7.75% Series A Cumulative Redeemable Preferred Shares,Domestic Equity,2003-04-02,-0.28767864017147954
4567,Realty Shares DIVS ETF,Realty Shares DIVS ETF,ETF,2007-06-27,0.3102687430357195
4568,CMS Energy Corporation Common Stock,CMS Energy Corporation Common Stock,Domestic Equity,2017-05-16,
4569,iPath Pure Beta Softs ETN,iPath Pure Beta Softs ETN,Domestic Equity,2014-08-29,0.008194904480862216
4570,Teekay Tankers Ltd.,Teekay Tankers Ltd.,International Equity,2018-04-26,0.09718965156256773
4571,Lions Gate Entertainment Corporation Common Stock,Lions Gate Entertainment Corporation Common Stock,,2019-04-06,-0.14577228884578458
4572,Gabelli Multi,"Gabelli Multi-Media Trust, Inc. (The) Common Stock",,2022-05-24,0.0020424301909715546
4573,Columbia Core Bond ETF,Columbia Core Bond ETF,ETF,2022-12-24,
4574,TCF Financial Corporation Del Dep Shs Repstg 1/1000 Pfd Ser A,TCF Financial Corporation Del Dep Shs Repstg 1/1000 Pfd Ser A,Domestic Equity,2019-10-08,0.14133984673500882
4575,Market Vectors Agribusiness ETF,Market Vectors Agribusiness ETF,ETF,2021-12-23,-0.09526252478860762
4576,CABCO Series 2004,"CABCO Series 2004-101 Trust Goldman Sachs Capital I, Floating Rate Callable Certificates",,,0.08766924254458164
4577,The AES Corporation Common Stock,The AES Corporation Common Stock,International Equity,2010-07-06,0.15086758503596198
4578,,RBS US Mid Cap Trendpilot ETN,International Equity,2009-06-05,-0.04197737085573801
4579,iShares iBonds Mar 2018 Corporate ex,iShares iBonds Mar 2018 Corporate ex-Financials Term ETF,ETF,2013-04-18,-0.1991113099133061
4580,Edwards Lifesciences Corporation Common Stock,Edwards Lifesciences Corporation Common Stock,,2023-02-27,0.007220272513604205
4581,,Whirlpool Corporation Common Stock,International Equity,2007-05-01,-0.28927893612697286
4582,PowerShares FTSE RAFI Emerging Markets Portfolio,PowerShares FTSE RAFI Emerging Markets Portfolio,ETF,2005-12-10,-0.3406482307676377
4583,MFS Investment Grade Municipal Trust Common Stock,MFS Investment Grade Municipal Trust Common Stock,International Equity,2009-05-04,-0.5253415924067668
4584,ProShares Ultra Bloomberg Crude Oil,ProShares Ultra Bloomberg Crude Oil,ETF,2003-05-31,-0.06362213676008226
4585,SPDR MSCI Emerging Markets Quality Mix ETF,SPDR MSCI Emerging Markets Quality Mix ETF,ETF,2023-01-13,-0.12958518132252933
4586,Horizon Technology Finance Corporation 7.375% Senior Notes due 2019,Horizon Technology Finance Corporation 7.375% Senior Notes due 2019,Domestic Equity,2014-03-28,0.1474147065676307
4587,,TransAtlantic Petroleum Ltd Ordinary Shares (Bermuda),International Equity,2004-09-20,0.11123428703451554
4588,AEGON N.V. Common Stock,AEGON N.V. Common Stock,Domestic Equity,2013-06-12,-0.10846551907432034
4589,"GNC Holdings, Inc. Class A Common Stock","GNC Holdings, Inc. Class A Common Stock",International Equity,2017-03-05,0.44121479960572163
4590,Powershares FTSE RAFI US 1000 Portfolio,Powershares FTSE RAFI US 1000 Portfolio,ETF,2013-12-25,-0.07747117809376008
4591,Vina Concha Y Toro Common Stock,Vina Concha Y Toro Common Stock,Domestic Equity,2003-09-27,0.09046000321397694
4592,Brown Forman Inc Class B Common Stock,Brown Forman Inc Class B Common Stock,International Equity,2003-05-23,-0.08105231403718313
4593,,Russell Exchange Traded Funds Trust,ETF,2012-06-14,0.016075492968715584
4594,Emulex Corporation Common Stock,Emulex Corporation Common Stock,International Equity,2011-12-07,0.1793575028855185
4595,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,International Equity,,0.23921019175660768
4596,Blackrock Muni Intermediate Duration Fund Inc Common Stock,Blackrock Muni Intermediate Duration Fund Inc Common Stock,,2022-09-23,-0.01644015934296878
